"","Verse.ID","Book.Name","Book.Number","Chapter","Verse","Text"
"2915",2915,"Leviticus",3,7,35,"This is the anointing of Aaron, & the anointing of his sonnes, concerning the offerings of the Lord made by fire, in the day when he presented them to serue in the Priestes office vnto the Lorde."
"2916",2916,"Leviticus",3,7,36,"The which portions the Lorde commanded to giue them in the day that he anointed them from among the children of Israel, by a statute for euer in their generations."
"2917",2917,"Leviticus",3,7,37,"This is also the lawe of the burnt offring of the meate offring, and of the sinne offring, and of the trespasse offring, and of the consecrations, and of the peace offrings,"
"2918",2918,"Leviticus",3,7,38,"Which the Lorde commaunded Moses in the mount Sinai, when he commanded the children of Israel to offer their giftes vnto the Lorde in the wildernesse of Sinai."
"2919",2919,"Leviticus",3,8,1,"Afterwarde the Lorde spake vnto Moses, saying,"
"2920",2920,"Leviticus",3,8,2,"Take Aaron and his sonnes with him, and the garments and the anointing oyle, and a bullocke for the sinne offring, & two rammes, and a basket of vnleauened bread,"
"2921",2921,"Leviticus",3,8,3,"And assemble all the company at the doore of the Tabernacle of the Congregation."
"2922",2922,"Leviticus",3,8,4,"So Moses did as the Lord had commanded him, & the companie was assembled at the doore of the Tabernacle of the Congregation."
"2923",2923,"Leviticus",3,8,5,"Then Moses said vnto the company, This is the thing which the Lorde hath commaunded to doe."
"2924",2924,"Leviticus",3,8,6,"And Moses brought Aaron and his sonnes, and washed them with water,"
"2925",2925,"Leviticus",3,8,7,"And put vpon him the coate, and girded him with a girdle, & clothed him with the robe, and put the Ephod on him, which he girded with the broydred garde of the Ephod, and bounde it vnto him therewith."
"2926",2926,"Leviticus",3,8,8,"After he put the brest plate thereon, and put in the breast plate the Vrim and the Thummim."
"2927",2927,"Leviticus",3,8,9,"Also he put the miter vpon his head, and put vpon the miter on the fore front the golden plate, and the holy crowne, as the Lorde had commanded Moses."
"2928",2928,"Leviticus",3,8,10,"(Nowe Moses had taken the anointing oyle, and anoynted the Tabernacle, and al that was therein, and sanctified them,"
"2929",2929,"Leviticus",3,8,11,"And sprinkled thereof vpon the altar seuen times, and anointed the altar and all his instruments, and the lauer, and his foote, to sanctifie them)"
"2930",2930,"Leviticus",3,8,12,"And he powred of the anointing oyle vpon Aarons head, and anointed him, to sanctifie him."
"2931",2931,"Leviticus",3,8,13,"After, Moses brought Aarons sonnes, and put coates vpon them, and girded them with girdles, and put bonets vpon their heades, as the Lorde had commanded Moses."
"2932",2932,"Leviticus",3,8,14,"Then he brought the bullocke for the sinne offring, and Aaron and his sonnes put their handes vpon the head of the bullocke for the sinne offring."
"2933",2933,"Leviticus",3,8,15,"And Moses slew him, and tooke the blood, which he put vpon the hornes of the Altar roud about with his finger, and purified the altar, & powred the rest of the blood at the foote of ye altar: so he sanctified it, to make reconciliation vpon it."
"2934",2934,"Leviticus",3,8,16,"Then he tooke all the fatte that was vpon the inwardes, and the kall of the liuer and the two kidneis, with their fat, which Moses burned vpon the Altar."
"2935",2935,"Leviticus",3,8,17,"But the bullocke and his hide, and his flesh, and his doung, hee burnt with fire without the host as the Lord had commanded Moses."
"2936",2936,"Leviticus",3,8,18,"Also hee brought the ram for the burnt offring, and Aaron and his sonnes put their hands vpon the head of the ramme."
"2937",2937,"Leviticus",3,8,19,"So Moses killed it, and sprinkled the blood vpon the Altar round about,"
"2938",2938,"Leviticus",3,8,20,"And Moses cut the ram in pieces, & burnt the head with the pieces, and the fat,"
"2939",2939,"Leviticus",3,8,21,"And washed the inwardes and the legges in water: so Moses burnt the ram euery whit vpon ye Altar: for it was a burnt offring for a sweete sauour, which was made by fire vnto the Lord, as the Lord had commanded Moses."
"2940",2940,"Leviticus",3,8,22,"After, he brought the other ram, the ram of consecrations, and Aaron and his sonnes layed their handes vpon the head of the ram,"
"2941",2941,"Leviticus",3,8,23,"Which Moses slewe, and tooke of the blood of it, and put it vpon the lappe of Aarons right eare, & vpon the thumbe of his right hand, and vpon the great toe of his right foote."
"2942",2942,"Leviticus",3,8,24,"Then Moses brought Aarons sonnes, and put of the blood on the lap of their right eares, and vpon the thumbes of their right handes, and vpon the great toes of their right feete, and Moses sprinckled the rest of the blood vpon the Altar round about."
"2943",2943,"Leviticus",3,8,25,"And he tooke the fat & the rumpe and all the fat that was vpon the inwards, and the kall of the liuer, and the two kidneis with their fat, & the right shoulder."
"2944",2944,"Leviticus",3,8,26,"Also he tooke of ye basket of ye vnleauened bread that was before the Lorde, one vnleauened cake and a cake of oiled bread, & one wafer, and put them on the fat, & vpon the right shoulder."
"2945",2945,"Leviticus",3,8,27,"So hee put all in Aarons handes, and in his sonnes handes, and shooke it to and fro before the Lord."
"2946",2946,"Leviticus",3,8,28,"After, Moses tooke the out of their hands, & burnt them vpon the altar for a burnt offring: for these were consecrations for a sweete sauour which were made by fire vnto the Lord."
"2947",2947,"Leviticus",3,8,29,"Likewise Moses tooke the breast of the ram of consecrations, & shooke it to and fro before the Lord: for it was Moses portion, as the Lord had commanded Moses."
"2948",2948,"Leviticus",3,8,30,"Also Moses tooke of the anointing oyle, and of the blood which was vpon the Altar, and sprinkled it vpon Aaron, vpon his garments, and vpon his sonnes, and on his sonnes garments with him: so hee sanctified Aaron, his garments, & his sonnes, and his sonnes garments with him."
"2949",2949,"Leviticus",3,8,31,"Afterward Moses saide vnto Aaron and his sonnes, Seethe the flesh at the doore of the Tabernacle of the Congregation, & there eate it with the bread that is in the basket of consecrations, as I commanded, saying, Aaron and his sonnes shall eate it,"
"2950",2950,"Leviticus",3,8,32,"But that which remaineth of the flesh and of the bread, shall ye burne with fire."
"2951",2951,"Leviticus",3,8,33,"And ye shall not depart from the doore of the Tabernacle of the Congregation seuen dayes, vntill the dayes of your consecrations bee at an ende: for seuen dayes, saide the Lorde, shall hee consecrate you,"
"2952",2952,"Leviticus",3,8,34,"As hee hath done this day: so the Lorde hath commanded to doe, to make an atonement for you."
"2953",2953,"Leviticus",3,8,35,"Therefore shall yee abide at the doore of the Tabernacle of the Congregation day and night, seuen dayes, and shall keepe the watch of the Lord, that ye dye not: for so I am commanded."
"2954",2954,"Leviticus",3,8,36,"So Aaron and his sonnes did all thinges which the Lorde had commanded by the hand of Moses."
"2955",2955,"Leviticus",3,9,1,"And in the eight day Moses called Aaron and his sonnes, and the Elders of Israel:"
"2956",2956,"Leviticus",3,9,2,"Then hee sayde vnto Aaron, Take thee a yong calfe for a sinne offring, and a ram for a burnt offring, both without blemish, and bring them before the Lord."
"2957",2957,"Leviticus",3,9,3,"And vnto the children of Israel thou shalt speake, saying, Take yee an hee goate for a sinne offring, and a calfe, and a lambe, both of a yeere olde, without blemish for a burnt offring:"
"2958",2958,"Leviticus",3,9,4,"Also a bullock, and a ramme for peace offringes, to offer before the Lorde, and a meate offring mingled with oyle: for to day the Lorde will appeare vnto you."
"2959",2959,"Leviticus",3,9,5,"Then they brought that which Moses commanded before the Tabernacle of the Congregation, and all the assembly drewe neere and stood before the Lord."
"2960",2960,"Leviticus",3,9,6,"(For Moses had sayde, This is the thing, which the Lord commaunded that ye should do, and the glory of the Lord shal appeare vnto you)"
"2961",2961,"Leviticus",3,9,7,"Then Moses sayd vnto Aaron, Draw neere to the Altar, and offer thy sinne offering, and thy burnt offring, and make an attonement for thee and for the people: offer also the offring of the people, and make an atonement for them, as the Lord hath commaunded."
"2962",2962,"Leviticus",3,9,8,"Aaron therefore went vnto the Altar, and killed the calfe of the sinne offring, which was for himselfe."
"2963",2963,"Leviticus",3,9,9,"And the sonnes of Aaron brought ye blood vnto him, and he dipt his finger in the blood, and put it vpon the hornes of the Altar, and powred the rest of the blood at the foote of the Altar."
"2964",2964,"Leviticus",3,9,10,"But the fat and the kidneis and the kall of the liuer of the sinne offring, he burnt vpon the Altar, as the Lord had commaunded Moses."
"2965",2965,"Leviticus",3,9,11,"The flesh also and the hide hee burnt with fire without the hoste."
"2966",2966,"Leviticus",3,9,12,"After, he slewe the burnt offering, and Aarons sonnes brought vnto him the blood, which he sprinckled round about vpon the Altar."
"2967",2967,"Leviticus",3,9,13,"Also they brought the burnt offring vnto him with the pieces thereof, and the head, and he burnt them vpon the Altar."
"2968",2968,"Leviticus",3,9,14,"Likewise he did wash the inwardes and the legs, and burnt them vpon the burnt offring on the Altar."
"2969",2969,"Leviticus",3,9,15,"Then he offred the peoples offring, and tooke a goate, which was the sinne offring for the people, and slewe it: and offred it for sinne, as the first:"
"2970",2970,"Leviticus",3,9,16,"So he offred the burnt offring, and prepared it, according to the maner."
"2971",2971,"Leviticus",3,9,17,"He presented also the meate offring, & filled his hand thereof, and beside the burnt sacrifice of the morning he burnt this vpon the Altar."
"2972",2972,"Leviticus",3,9,18,"He slewe also the bullock, and the ram for the peace offrings, that was for the people, and Arons sonnes brought vnto him the blood, which he sprinkled vpon the Altar round about,"
"2973",2973,"Leviticus",3,9,19,"With the fat of the bullocke, and of the ram, the rumpe, and that which couereth the inwards and the kidneis, and the kall of the liuer."
"2974",2974,"Leviticus",3,9,20,"So they layed the fat vpon the breasts, and he burnt the fat vpon the Altar."
"2975",2975,"Leviticus",3,9,21,"But the breastes and the ryght shoulder Aaron shooke to and fro before the Lord, as the Lord had commaunded Moses."
"2976",2976,"Leviticus",3,9,22,"So Aaron lift vp his hand toward the people, and blessed them, and came downe from offring of the sinne offring, and the burnt offring, and the peace offrings."
"2977",2977,"Leviticus",3,9,23,"After, Moses and Aaron went into the Tabernacle of the Congregation, and came out, and blessed the people, and the glorie of the Lord appeared to all the people."
"2978",2978,"Leviticus",3,9,24,"And there came a fire out from the Lord and consumed vpon the Altar the burnt offring and the fatte: which when all the people sawe, they gaue thankes, and fell on their faces."
"2979",2979,"Leviticus",3,10,1,"Bvt Nadab and Abihu, the sonnes of Aaron, tooke either of them his censor, and put fire therein, and put incense thereupon, and offred strange fire before the Lorde, which hee had not commaunded them."
"2980",2980,"Leviticus",3,10,2,"Therefore a fire went out from the Lord, & deuoured them: so they dyed before the Lord."
"2981",2981,"Leviticus",3,10,3,"Then Moses sayde vnto Aaron, This is it that the Lord spake, saying, I will bee sanctified in the that come neere me, & before all the people I will be glorified: but Aaron held his peace."
"2982",2982,"Leviticus",3,10,4,"And Moses called Mishael and Elzaphan the sonnes of Vzziel, the vncle of Aaron, & saide vnto them, Come neere, cary your brethre from before the Sanctuarie out of the hoste."
"2983",2983,"Leviticus",3,10,5,"Then they went, and caried them in their coates out of the host, as Moses had comaunded."
"2984",2984,"Leviticus",3,10,6,"After, Moses saide vnto Aaron and vnto Eleazar & Ithamar his sonnes, Vncouer not your heads, neither rent your clothes, least ye dye, and least wrath come vpon all ye people: but let your brethren, all the house of Israel bewayle the burning which the Lorde hath kindled."
"2985",2985,"Leviticus",3,10,7,"And go not yee out from the doore of the Tabernacle of the Congregation, least ye dye: for the anointing oyle of the Lorde is vpon you: and they did according to Moses commaundement."
"2986",2986,"Leviticus",3,10,8,"And the Lorde spake vnto Aaron, saying,"
"2987",2987,"Leviticus",3,10,9,"Thou shalt not drinke wine nor strong drinke, thou, nor thy sonnes with thee, when yee come into the Tabernacle of the Congregation, lest ye die: this is an ordinance for euer throughout your generations,"
"2988",2988,"Leviticus",3,10,10,"That ye may put difference betweene the holy and the vnholy, and betweene the cleane and the vncleane,"
"2989",2989,"Leviticus",3,10,11,"And that ye may teach the children of Israel all the statutes which the Lorde hath commaunded them by the hand of Moses."
"2990",2990,"Leviticus",3,10,12,"Then Moses saide vnto Aaron and vnto Eleazar and to Ithamar his sonnes that were left, Take the meate offring that remaineth of the offrings of the Lorde, made by fire, and eate it without leauen beside ye altar: for it is most holy:"
"2991",2991,"Leviticus",3,10,13,"And ye shall eate it in the holy place, because it is thy duetie and thy sonnes duety of the offringes of the Lorde made by fire: for so I am commannded."
"2992",2992,"Leviticus",3,10,14,"Also the shaken breast and the heaue shoulder shall yee eate in a cleane place: thou, and thy sonnes, and thy daughters with thee: for they are giuen as thy duetie & thy sonnes duety, of the peace offringes of the children of Israel."
"2993",2993,"Leviticus",3,10,15,"The heaue shoulder, and the shaken breast shall they bring with the offringes made by fire of the fat, to shake it to and fro before the Lord, and it shalbe thine and thy sonnes with thee by a lawe for euer, as the Lord hath commaunded."
"2994",2994,"Leviticus",3,10,16,"And Moses sought the goate that was offred for sinne, and lo, it was burnt: therefore he was angrie with Eleazar and Ithamar the sonnes of Aaron, which were left aliue, saying,"
"2995",2995,"Leviticus",3,10,17,"Wherfore haue ye not eaten the sinne offring in the holy place, seeing it is most Holie? & God hath giuen it you, to beare the iniquitie of the Congregation, to make an atonement for them before the Lorde."
"2996",2996,"Leviticus",3,10,18,"Beholde, the blood of it was not brought within the holy place: ye should haue eaten it in the holy place, as I commaunded."
"2997",2997,"Leviticus",3,10,19,"And Aaron said vnto Moses, Behold, this day haue they offred their sinne offring, and their burnt offring before the Lorde, and such things as thou knowest are come vnto mee: If I had eaten the sinne offring to day, should it haue bene accepted in the sight of the Lord?"
"2998",2998,"Leviticus",3,10,20,"So when Moses heard it, he was content."
"2999",2999,"Leviticus",3,11,1,"After, the Lord spake vnto Moses and to Aaron, saying vnto them,"
"3000",3000,"Leviticus",3,11,2,"Speake vnto the children of Israel, and say, These are the beastes which yee shall eate, among all the beasts that are on the earth."
"3001",3001,"Leviticus",3,11,3,"Whatsoeuer parteth the hoofe, and is clouen footed, and cheweth the cudde, among the beastes, that shall ye eate."
"3002",3002,"Leviticus",3,11,4,"But of them that chewe the cud, or deuide the hoofe onely, of them yee shall not eate: as the camel, because he cheweth the cud, & deuideth not ye hoofe, he shall be vncleane vnto you."
"3003",3003,"Leviticus",3,11,5,"Likewise the conie, because he cheweth the cud and deuideth not the hoofe, he shall bee vncleane to you."
"3004",3004,"Leviticus",3,11,6,"Also the hare, because he cheweth the cud, and deuideth not the hoofe, he shalbe vncleane to you."
"3005",3005,"Leviticus",3,11,7,"And the swine, because he parteth ye hoofe and is clouen footed, but cheweth not the cud, he shalbe vncleane to you."
"3006",3006,"Leviticus",3,11,8,"Of their flesh shall yee not eate, and their carkeise shall yee not touch: for they shall bee vncleane to you."
"3007",3007,"Leviticus",3,11,9,"These shall ye eate, of all that are in the waters: whatsoeuer hath finnes & skales in ye waters, in the seas, or in the riuers, them shal ye eate."
"3008",3008,"Leviticus",3,11,10,"But all that haue not finnes nor skales in the seas, or in the riuers, of all that moueth in the waters, and of al liuing things that are in the waters, they shalbe an abomination vnto you."
"3009",3009,"Leviticus",3,11,11,"They, I say, shalbe an abomination to you: ye shall not eate of their flesh, but shall abhorre their carkeis."
"3010",3010,"Leviticus",3,11,12,"Whatsoeuer hath not fins nor skales in the waters, that shalbe abomination vnto you."
"3011",3011,"Leviticus",3,11,13,"These shal ye haue also in abomination among the foules, they shal not be eaten: for they are an abomination, the egle, and the goshauke, and the osprey:"
"3012",3012,"Leviticus",3,11,14,"Also the vultur, & the kite after his kinde,"
"3013",3013,"Leviticus",3,11,15,"And all rauens after their kinde:"
"3014",3014,"Leviticus",3,11,16,"The ostrich also, and the night crowe, and the seameaw, and the hauke after his kinde:"
"3015",3015,"Leviticus",3,11,17,"The litle owle also, and the connorant, and the great owle."
"3016",3016,"Leviticus",3,11,18,"Also the redshanke and the pelicane, and the swanne:"
"3017",3017,"Leviticus",3,11,19,"The storke also, the heron after his kinde, and the lapwing, and the backe:"
"3018",3018,"Leviticus",3,11,20,"Also euery foule that creepeth & goeth vpon all foure, such shalbe an abomination vnto you."
"3019",3019,"Leviticus",3,11,21,"Yet these shal ye eate: of euery foule that creepeth, and goeth vpon all foure which haue their feete and legs all of one to leape withal vpon the earth,"
"3020",3020,"Leviticus",3,11,22,"Of them ye shal eate these, the grashopper after his kinde, & the solean after his kinde, the hargol after his kinde, & the hagab after his kind."
"3021",3021,"Leviticus",3,11,23,"But al other foules that creepe & haue foure feete, they shalbe abomination vnto you."
"3022",3022,"Leviticus",3,11,24,"For by such ye shalbe polluted: whosoeuer toucheth their carkeis, shalbe vncleane vnto the euening."
"3023",3023,"Leviticus",3,11,25,"Whosoeuer also beareth of their carkeis, shal wash his clothes, and be vncleane vntil euen."
"3024",3024,"Leviticus",3,11,26,"Euery beast that hath clawes deuided, and is not clouen footed, nor cheweth the cud, such shalbe vncleane vnto you: euery one that toucheth them, shalbe vncleane."
"3025",3025,"Leviticus",3,11,27,"And whatsoeuer goeth vpon his pawes among all maner beastes that goeth on all foure, such shalbe vncleane vnto you: who so doth touch their carkeis shalbe vncleane vntil the euen."
"3026",3026,"Leviticus",3,11,28,"And he that beareth their carkeis, shal wash his clothes, and be vncleane vntill the euen: for such shalbe vncleane vnto you."
"3027",3027,"Leviticus",3,11,29,"Also these shalbe vncleane to you amog the things that creepe and moue vpon the earth, the weasell, and the mouse, and the frog, after his kinde:"
"3028",3028,"Leviticus",3,11,30,"Also the rat, and the lizard, and the chameleon, and the stellio, and the molle."
"3029",3029,"Leviticus",3,11,31,"These shall be vncleane to you among all that creepe: whosoeuer doeth touch them when they be dead, shalbe vncleane vntil the euen."
"3030",3030,"Leviticus",3,11,32,"Also whatsoeuer any of the dead carkeises of them doth fall vpon, shalbe vncleane, whether it be vessel of wood, or rayment, or skinne, or sacke: whatsoeuer vessel it be that is occupied, it shalbe put in the water as vncleane vntil the euen, and so be purified."
"3031",3031,"Leviticus",3,11,33,"But euery earthen vessel, whereinto any of them falleth, whatsoeuer is within it shalbe vncleane, and ye shal breake it."
"3032",3032,"Leviticus",3,11,34,"Al meate also that shalbe eaten, if any such water come vpon it, shalbe vncleane: & all drinke that shalbe drunke in al such vessels shalbe vncleane."
"3033",3033,"Leviticus",3,11,35,"And euery thing that their carkeis fall vpon, shalbe vncleane: the fornais or the pot shalbe broken: for they are vncleane, & shalbe vncleane vnto you."
"3034",3034,"Leviticus",3,11,36,"Yet the fountaines and welles where there is plentie of water shalbe cleane: but that which toucheth their carkeises shalbe vncleane."
"3035",3035,"Leviticus",3,11,37,"And if there fal of their dead carkeis vpo any seede, which vseth to be sowe, it shalbe cleane."
"3036",3036,"Leviticus",3,11,38,"But if any water be powred vpon ye seede, and there fal of their dead carkeis thereon, it shal be vncleane vnto you."
"3037",3037,"Leviticus",3,11,39,"If also any beast, whereof ye may eate, die, he that toucheth the carkeis thereof shal be vncleane vntil the euen."
"3038",3038,"Leviticus",3,11,40,"And he that eateth of the carkeis of it, shal wash his clothes and be vncleane vntil the euen: he also that beareth the carkeis of it, shal wash his clothes, and be vncleane vntil the euen."
"3039",3039,"Leviticus",3,11,41,"Euery creeping thing therefore that creepeth vpon the earth shalbe an abomination, and not be eaten."
"3040",3040,"Leviticus",3,11,42,"Whatsoeuer goeth vpon the breast, and whatsoeuer goeth vpon al foure, or that hath many feete among all creeping thinges that creepe vpon the earth, ye shal not eate of them, for they shalbe abomination."
"3041",3041,"Leviticus",3,11,43,"Ye shall not pollute your selues with any thing that creepeth, neither make your selues vncleane with them, neither defile your selues thereby: ye shal not, I say, be defiled by them,"
"3042",3042,"Leviticus",3,11,44,"For I am the Lord your God: be sanctified therefore, and be holy, for I am holy, and defile not your selues with any creeping thing, that creepeth vpon the earth."
"3043",3043,"Leviticus",3,11,45,"For I am the Lorde that brought you out of the lande of Egypt, to be your God, and that you should be holy, for I am holy."
"3044",3044,"Leviticus",3,11,46,"This is the law of beasts, and of foules, and of euery liuing thing that moueth in the waters, and of euery thing that creepeth vpon the earth:"
"3045",3045,"Leviticus",3,11,47,"That there may be a difference betweene the vncleane and cleane, and betweene the beast that may be eaten, and the beast that ought not to be eaten."
"3046",3046,"Leviticus",3,12,1,"And the Lord spake vnto Moses, saying,"
"3047",3047,"Leviticus",3,12,2,"Speake vnto the children of Israel, and say, When a woman hath brought forth seede, & borne a manchilde, shee shalbe vncleane seuen dayes, like as she is vncleane when she is put apart for her disease."
"3048",3048,"Leviticus",3,12,3,"(And in the eight day, the foreskin of the childes flesh shalbe circumcised)"
"3049",3049,"Leviticus",3,12,4,"And she shal continue in the blood of her purifying three and thirtie dayes: she shal touch no halowed thing, nor come into the Sanctuarie, vntil the time of her purifying be out."
"3050",3050,"Leviticus",3,12,5,"But if she beare a mayde childe, then shee shalbe vncleane two weekes, as when shee hath her disease: and she shal continue in the blood of her purifying three score and sixe dayes."
"3051",3051,"Leviticus",3,12,6,"Nowe when the dayes of her purifying are out, (whether it be for a sonne or for a daughter) shee shal bring to the Priest a lambe of one yeere olde for a burnt offering, and a yong pigeon or a turtle doue for a sinne offring, vnto the doore of the Tabernacle of the Congregation,"
"3052",3052,"Leviticus",3,12,7,"Who shal offer it before the Lord, & make an atonement for her: so she shalbe purged of the issue of her blood this is the law for her that hath borne a male or female."
"3053",3053,"Leviticus",3,12,8,"But if she bee not able to bring a lambe, she shall bring two turtles, or two yong pigeons: the one for a burnt offring, and the other for a sinne offring: and the Priest shall make an atonement for her: so she shal be cleane."
"3054",3054,"Leviticus",3,13,1,"Moreouer the Lorde spake vnto Moses, and to Aaron, saying,"
"3055",3055,"Leviticus",3,13,2,"The man that shall haue in the skin of his flesh a swelling or a skab, or a white spot, so that in the skinne of his flesh it be like the plague of leprosie, then he shalbe brought vnto Aaron the Priest, or vnto one of his sonnes the Priestes,"
"3056",3056,"Leviticus",3,13,3,"And the Priest shall looke on the sore in the skinne of his flesh: if the heare in the sore be turned into white, and the sore seeme to be lower then the skinne of his flesh, it is a plague of leprosie. Therefore the Priest shall looke on him, and pronounce him vncleane:"
"3057",3057,"Leviticus",3,13,4,"But if the white spot be in the skinne of his flesh, and seeme not to bee lower then the skin, nor the heare thereof be turned vnto white, then the Priest shall shut vp him that hath the plague, seuen dayes."
"3058",3058,"Leviticus",3,13,5,"After, the Priest shall looke vpon him the seuenth day: and if the plague seeme to him to abide still, and the plague growe not in the skin, the Priest shal shut him vp yet seuen dayes more."
"3059",3059,"Leviticus",3,13,6,"Then the Priest shall looke on him againe the seuenth day, and if the plague be darke, and the sore grow not in the skinne, then the Priest shal pronounce him cleane, for it is a skab: therefore he shall washe his clothes and be cleane."
"3060",3060,"Leviticus",3,13,7,"But if the skab growe more in the skinne, after that he is seene of ye Priest for to be purged, he shall be seene of the Priest yet againe."
"3061",3061,"Leviticus",3,13,8,"Then the Priest shall consider, and if the skab growe in the skin, then the Priest shal pronounce him vncleane: for it is leprosie."
"3062",3062,"Leviticus",3,13,9,"When the plague of leprosie is in a man, he shalbe brought vnto the Priest,"
"3063",3063,"Leviticus",3,13,10,"And the Priest shall see him: and if the swelling be white in ye skin, & haue made ye heare white, and there be rawe flesh in the swelling,"
"3064",3064,"Leviticus",3,13,11,"It is an old leprosie in the skin of his flesh: and the Priest shall pronounce him vncleane, and shall not shut him vp, for he is vncleane."
"3065",3065,"Leviticus",3,13,12,"Also if the leprosie breake out in the skin, and the leprosie couer all the skin of the plague, from his head euen to his feete, wheresoeuer the Priest looketh,"
"3066",3066,"Leviticus",3,13,13,"Then the Priest shall consider: and if the leprosie couer all his flesh, he shal pronounce the plague to bee cleane, because it is all turned into whitenesse: so he shalbe cleane."
"3067",3067,"Leviticus",3,13,14,"But if there be raw flesh on him when he is seene, he shalbe vncleane."
"3068",3068,"Leviticus",3,13,15,"For the Priest shall see the rawe flesh, and declare him to be vncleane: for the rawe flesh is vncleane, therefore it is the leprosie."
"3069",3069,"Leviticus",3,13,16,"Or if the rawe flesh change and be turned into white, then he shall come to the Priest,"
"3070",3070,"Leviticus",3,13,17,"And the Priest shal beholde him and if the sore be changed into white, then the Priest shall pronounce the plague cleane, for it is cleane."
"3071",3071,"Leviticus",3,13,18,"The flesh also in whose skin there is a bile and is healed,"
"3072",3072,"Leviticus",3,13,19,"And in ye place of the bile there be a white swelling, or a white spot somewhat reddish, it shal be seene of the Priest."
"3073",3073,"Leviticus",3,13,20,"And when the Priest seeth it, if it appeare lower then the skinne, and the heare thereof bee changed into white, ye Priest then shal pronounce him vncleane: for it is a plague of leprosie, broken out in the bile."
"3074",3074,"Leviticus",3,13,21,"But if the Priest looke on it, & there be no white heares therein, and if it bee not lower then the skin, but be darker, then the Priest shall shut him vp seuen dayes."
"3075",3075,"Leviticus",3,13,22,"And if it spred abroad in the flesh, ye Priest shall pronounce him vncleane, for it is a sore."
"3076",3076,"Leviticus",3,13,23,"But if the spot continue in his place, and growe not, it is a burning bile: therefore the Priest shall declare him to be cleane."
"3077",3077,"Leviticus",3,13,24,"If there be any flesh, in whose skin there is an hote burning, & the quick flesh of ye burning haue a white spot, somewhat reddish or pale,"
"3078",3078,"Leviticus",3,13,25,"Then the Priest shall looke vpon it: and if the heare in that spot be changed into white, and it appeare lower then the skin, it is a leprosie broken out in the burning therefore the Priest shall pronounce him vncleane: for it is the plague of leprosie."
"3079",3079,"Leviticus",3,13,26,"But if the Priest looke on it, and there be no white heare in the spot, and be no lower then the other skinne, but be darker, then the Priest shall shut him vp seuen dayes."
"3080",3080,"Leviticus",3,13,27,"After, the Priest shall looke on him the seuenth day: if it be growen abroad in the skinne, then the Priest shall pronounce him vncleane: for it is the plague of leprosie."
"3081",3081,"Leviticus",3,13,28,"And if the spot abide in his place, not growing in the skin, but is darke, it is a rising of the burning: the Priest shall therefore declare him cleane, for it is the drying vp of the burning."
"3082",3082,"Leviticus",3,13,29,"If also a man or woman hath a sore on the head or in the beard,"
"3083",3083,"Leviticus",3,13,30,"Then the Priest shall see his sore: and if it appeare lower then the skin, and there be in it a smal yelow heare, then the Priest shal pronouce him vncleane: for it is a blacke spot, and leprosie of the head or of the beard."
"3084",3084,"Leviticus",3,13,31,"And if the Priest looke on the sore of the blacke spotte, and if it seeme not lower then the skinne, nor haue any blacke heare in it, then the Priest shall shut vp him, that hath the sore of the blacke spot, seuen dayes."
"3085",3085,"Leviticus",3,13,32,"After, in the seuenth day the Priest shall looke on the sore: and if the blacke spot growe not, and there be in it no yelowe heare, and the blacke spot seeme not lower then the skinne,"
"3086",3086,"Leviticus",3,13,33,"Then he shalbe shauen, but the place of the blacke spot shall he not shaue: but the Priest shall shut vp him, that hath the blacke spot, seuen dayes more."
"3087",3087,"Leviticus",3,13,34,"And the seuenth day the Priest shall looke on the blacke spot: and if the blacke spot growe not in the skinne, nor seeme lower then the other skinne, then the Priest shall clense him, and hee shall wash his clothes, and be cleane."
"3088",3088,"Leviticus",3,13,35,"But if the blacke spot growe abroad in the flesh after his clensing,"
"3089",3089,"Leviticus",3,13,36,"Then the Priest shall looke on it: & if the blacke spot grow in the skin, the Priest shall not seeke for the yelowe heare: for he is vncleane."
"3090",3090,"Leviticus",3,13,37,"But if ye blacke spot seeme to him to abide, and that blacke heare growe therein, the blacke spot is healed, he is cleane, and the Priest shall declare him to be cleane."
"3091",3091,"Leviticus",3,13,38,"Furthermore if there bee many white spots in the skin of the flesh of man or woman,"
"3092",3092,"Leviticus",3,13,39,"Then the Priest shall consider: and if the spots in the skin of their flesh be somewhat darke and white withall, it is but a white spot broken out in the skin: therefore he is cleane."
"3093",3093,"Leviticus",3,13,40,"And the man whose heare is fallen off his head, and is balde, is cleane."
"3094",3094,"Leviticus",3,13,41,"And if his head lose the heare on the forepart, and be balde before, he is cleane."
"3095",3095,"Leviticus",3,13,42,"But if there be in the balde head, or in the balde forehead a white reddish sore, it is a leprosie springing in his balde head, or in his balde forehead."
"3096",3096,"Leviticus",3,13,43,"Therefore the Priest shall looke vpon it, & if the rising of the sore bee white reddish in his balde head, or in his bald forehead, appearing like leprosie in the skin of the flesh,"
"3097",3097,"Leviticus",3,13,44,"He is a leper and vncleane: therefore the Priest shall pronounce him altogether vncleane: for the sore is in his head."
"3098",3098,"Leviticus",3,13,45,"The leper also in whom the plague is, shall haue his clothes rent, and his head bare, & shall put a couering vpon his lips, and shal cry, I am vncleane, I am vncleane."
"3099",3099,"Leviticus",3,13,46,"As long as the disease shall be vpon him, he shalbe polluted, for he is vncleane: he shall dwell alone, without the campe shall his habitation be."
