ID,Sentence
16909,And so dyed y• traytours of Englōd blis∣sed be god.
16910,And it was no wonder / for through theyr coūseyle y• good erle Tho mas of Lācastre was done to deth / & all that helde with Thomas of Lancastre through the traytours were vndone / & all theyr heyres disheryted.
16911,¶ How kyng Edward was put downe and his dignite taken from hym.
16912,ANd anone after as all this was done / quene Isabell & Edwarde her sone duke of Guyenne / & all the grete lordes of Englonde at one assent sente to kyng Edward to y• castell of Kenilworth where as he was in kepynge vnder the warde of syr Iohn Hachim that was y• bysihop of Ely / & of syr Iohn of Percy a baron / for bycause that he sholde ordeyn his parlyament at a certayne place in Englond / for to redresse and amende the estate of the realme.
16913,And kyng Edward them answered & sayd.
16914,Lordes sayd he ye se full well how it is / lo haue here my seale / and I gyue you all my power for to ordeyne a parlyament where that ye wyll.
16915,And than they toke theyr leue of hym & came agayn to y• barons of Eng∣londe.
16916,And whan they had the kynges patent of this thynge / they shewed it to the lordes.
16917,And than was ordeyned that the parliament shold be at westmynster at the vtas of saynt Hylary.
16918,And all the grete lordes of Englonde let ordeyne for them there agaynst that tyme that the parlyament sholde be.
16919,At whiche daye that y• parlyament was / the kyng wol∣de not come there for no maner thynge as he had set hymselfe & assygned.
16920,And neuerthelesse the barons sent vnto hym one tyme & other.
16921,And he swore by god∣des soule that he wolde not come there one fote.
16922,Wherfore it was ordeyned by all the grete Lordes of Englonde that he sholde no longer be kyng / but be depo sed / & sayd they wolde crowne Edward his sone y• elder yt was duke of Guyenne And sent tydynges vnto the kyng there as he was in warde vnder syr Iohn erle of Garen / & syr Iohn of Bothun yt was bysshop of Ely / & syr Henry Percy a ba∣ron / & syr Willyam Trussell a knyght y• was with y• erle Thomas of Lancastre for to yeld vp theyr homages vnto hym for all them of Englonde.
16923,And syr Wyl∣lyam Trussell sayd these wordes.
16924,Syr Edward / bycause that ye haue betrayed your people of Englond / & haue vndone many grete lordes or Englond without ony cause / ye shall be deposed / & now ye be withstande thanked be god.
16925,And also bycause that ye wold not come to y• par∣liament as ye ordeyned at Westmynster as in your owne lettre patent is contey∣ned / for to treate wt your lyege men as a kyng sholde.
16926,And therfore through all y• comyns assent & of all the lordes of Eng∣londe I tell vnto you these wordes.
16927,Ye shall vnderstande syr that the barons of Englond at one assent wyll that ye be no more king of Englond / but vtterly haue put you out of your ryalte for euermore.
16928,And the bysshop of Ely than sayd to the kynge.
16929,Syr Edwarde here I yelde vp feaute & homage for all y• archebisshops & bysshops of Englond & for all y• clergy.
16930,Than sayd syr Iohn erle of Garen.
16931,Syr Edward I yelde vp here vnto you feau te and homage for me & for all y• erles of Englōde.
16932,And syr Henry Percy gaue vp also there his homage for him & for all y• barons of Englonde.
16933,And than sayd syr William Trussell.
16934,I yelde vp now vnto you syr myn homage for me & for all the knyghtes of Englonde / & for all them y• holde by sergeaūtry or by ony other ma∣ner thynge of you / so y• from this day af terward ye shall not be claymed kynge / nor for kynge be holden.
16935,But from this tyme afterwarde ye shall be holden for a singuler man of all y• people.
16936,And so they went thens to London / where y• lordes of Englonde abode them / & syr Edward abode in prison i good kepyng.
16937,And this was on the daye of y• cōuersyon of saynt Paule / in the .xx.
16938,yere of his regne.
16939,¶ Of the prophery of Merlyn de∣clared of kynge Edwarde the sone of kynge Edward the fyrst.
16940,OF this kyng Edward prophecyed Merlin & sayd y• there sholde come a gote out of Carre yt shold haue hornes of syluer / & a berde as whyte as snowe / and a droppe shold come out of his nose∣thrylles yt sholde betoken moche harme honger & dethe of people / & grece losse of his londe.
16941,And that in y• begynnynge of his regne sholde be haūted moche leche∣ry.
16942,And he sayd sothe / alas the tyme for kyng Edward yt was kyng Edwardes sone was borne at Carnaruan in Wales For sothe he had hornes of syluer and a berd as whyte as snowe whan he was made prȳce of Wales / to moche he gaue hym to ryot and to foly.
16943,And sothe sayd Merlyn in his {pro}phecy / that there shold come out of his nose a droppe.
16944,For in his tyme was grete honger among y• poore people / & stronge dethe amonge y• ty the that dyed in strange londe with sorowe & in warre in Scotlond.
16945,And afterward he lost Scotlonde & Gascoyn & moche le chery in his dayes was haūced.
16946,¶ Also Merlyn sayd yt this gote sholde seke the floure of lyfe & of deth.
16947,And he sayd so the for he spoused Isabell y• kynges syster of Fraūce.
16948,And in this tyme Merlyn sayd that there shold be made brydges of folk vpon dyches of the see.
16949,And y• was well seen at Bannockesbourne in Scotlonde whā he was discōtyted there of y• Scot∣ces.
16950,And Merlyn tolde also that stones sholde fall from castels / & many townes shold be made playne.
16951,And he sayd sothe For whan kynge Edward was discom¦fyted in Scotlonde & came than south∣warde / the Scottes besyeged castels & dyd moche harme / & brent townes vnto the harde erth.
16952,¶ And afterward Mer∣lyn tolde that an egle sholde come out of Cornewayle that sholde haue fethers of golde / that of pryde sholde haue no pere / and he shold despyse lordes of blode / and after he shold dye through a bere at Ga∣uersyche / & that prophecy was full well knowen & foūde soche.
16953,For by the egle is vnderstande syr Pyers Ganaston / that than was erle of Cornewayle / whiche was a wonders proude man / & despised the barons of Englonde / but afterward he was heded at Gauersyche through ye erle of Lancastre & the erle of warwyk.
16954,¶ And Merlyn tolde that in this tyme it sholde seme that the bere sholde brenne and that batayle shold be vpon an arme of the see in a felde arayed lyke a shelde where sholde dye many whyte hedes / & he sayd sothe.
16955,For by the brennynge of ye bere is betokened grete drede through cuttynge of swerdes at that batayle of Myton / for there came ye Scottes in ma¦ner of a shelde in a wynge / & slewe men of religyon / preestes and seculers / wher fore the Scottes called that batayle in despyte of Englysshmen the whyte ba∣tayle.
16956,¶ And after Merlin sayd that the foresayd Bere sholde do the Gote moche harme / & yt sholde be vpon ye south west / and also vpon his blode.
16957,And sayd also yt the Gote shold lese moche dele of his lon∣de / tyll the tyme that shame sholde hym ouercome / & than he shold clothe hym in a lyons skynne / & sholde wynne agayne that he had lost / & more through people that sholde come out of the north west / yt sholde make hym to be fered and hym a∣uenge vpon his enemyes through coun¦seyle of two owles / that fyrst shold be in peryl to be vndone.
16958,And those two owles sholde go ouer see in to a straūge londe / & there dwell a certayn tyme / & after shold returne agayn in to Englond / & shold do moche harme to many one / & that they sholde coūseyle ye Gote to meue warre a∣gaynst the foresaid bere / & the gote & the owles sholde come to an arme of ye see at Burton vpon Trent / & sholde go ouer / & that for drede the bere sholde flee with a swan in his cōpany to Bury towarde ye north through an vnkynde outpulter / & that ye swan thā shold be slayne wt sorow and the bere shold be slayne full nye his owne nest / yt shold stande vpon Poūtfret vpon whome the sonne sholde shede his bemes / & many folke shold seke hym for his vertue.
16959,And he sayd sothe.
16960,for ye good erle Thomas of Lācastre was borne in the north west / & cosyn to ye kynge & his vncles sone / & by lawe he made ye kynge lese moche lōde yt he had purchased wyl fully tyll at ye last the kynge toke therof shame / & hymselfe fylled wt cruelte.
16961,And after gate agayne yt he had lost & moche more / through helpe of folk comyng out of ye northwest / by whom he was drad / & auenged hȳ on his barons through coū¦seyle of ye two Spēsers yt afore were out lawed for theyr wickednes / & after came agayne out of Fraūce / & so moche these Spensers coūseyled ye kynge yt he shold warre vpon Thomas of Lancastre / so yt the kyng & the Spensers and the erle of Arundell and theyr power mette with Thomas of Lancastre at Burton vpon Trent / and hym there discomfyted / and syr Vmfrey erle of Herford was in his company.
16962,And after fledde the foresayd Thomas and Vmfrey with theyr com∣pany to Burbrygge / metynge with syr Andrewe of Herkela / that is called ye vn∣kynde outpulter / and also syr Symond Warde erle of Yorke they came & met wt Thomas of Lātastre wt an huge compa¦ny / & them there discōsyted / & in y• discō∣siture y• crle of Herford was slayne vpon the brydge cowardly with a spere in the foūdement / & the erle Thomas was ta∣ken & ladde to Poūtfret / & than was he heded besyde his owne castell.
16963,But after¦ward many hym sought for myracles y• god dyd for hym.
16964,And in y• tyme Merlyn sayd / for sorowe and harme sholde dye a people of his londe / wherfore many lon¦des sholde be vpon hym the more bolder And he sayd sothe / for bycause of his ba∣rons that were put to deth for saȳt Tho¦mas quarell of Lancastre / people of ma∣ny londes became the bolder for to meue warre vpon theyr kyng / for theyr blode was turned to many nacyons.
16965,And af∣terward Merlyn tolde & sayd yt the fore∣sayd owles sholde do moche harme vnto the floure of lyfe & deth / and they sholde brynge her to moche dysease / so that she sholde go ouer see in to Fraūce for to ma∣ke peas to y• floure delyce / & there sholde abyde tyll on a tyme her sede shold come and seke her / and there they shold abyde bothe tyll y• tyme that they sholde clothe them with grace / & those two owles she sholde seke & put them to pyteous deth.
16966,And that prophecy was well knowen / & was full sothe.
16967,For syr Hugh Spenser the fader & syr Hugh the sone did moche sorowe and persecucyon vnto the quene Isabell through theyr {pro}curemēt to her lord y• kyng.
16968,So they ordeyned amonge them y• she was put vnto her wages / y• is to saye .xx.
16969,shillynges in y• daye / wher fore the kyng of Frauce her broder was sore alwyed / & sent in to Englonde by his lettres vnto kynge Edward y• he sholde come vnto his parlyament to Parys in Fraūce.
16970,But kynge Edwarde was sore adradde to come there / for he wende to haue be arested tyll that he had made a∣mendes for the trespace that syr Hugh Spenser the fader & the sone had done / & for y• harme y• they had done to the quene Isabell his syster.
16971,Wherfore through her ordynaūce & cōsent of y• Spensers y• quene Isabell went ouer see in to Frau∣ce for to make accorde bytwene kyng Ed¦warde & the kyng of Fraūce her broder.
16972,And there dwelled she in Fraūce tyll Ed¦ward her eldest sone came for to seke her and so they dwelled there bothe tyll that alyaūce was made bytwene them & the gentyl erle of Henaud / yt yf they wt theyr vertue myght destroye & ouercome y• ves nym & the falsnes of the Spensers that syr Edward sholde spouse dame Philip the worshypfull lady & the erles dough∣ter of Henaud.
16973,Wherfore the quene Isa∣bell & Edward her sone / & syr Edmonde of wodstocke the kynges broder of Eng∣lond / & syr Iohn of Henaud / & syr Rogrt Mortimer of Wygmore / & syr Thomas Rocelyn / & syr Iohn of Cromwell / & syr Willyam Trussell / & many other of the alyaunce of the gentyll erle Thomas of Lancastre yt were exiled out of Englōde for his quarel / & were disherued of theyr londes / ordeyned them a grete power & arryued at Herewich in Suffolke.
16974,And soone after they pursued the Spensers tyll yt they were taken & put to pytcous deth / as before is said / & theyr company also / for y• grete falsnes that they dyd to kynge Edward and to his people.
16975,And Merlyn sayd also more y• the gote sholde be put to grete disrase & grete anguysshe & in grete soro wehe sholde lede his lyfe.
16976,And he sayd sothe / for after y• tyme that kyng Edward was taken he was put in to warde tyll that y• Spensers were put to deth / & also bycause he wolde not come to his parlyamēt at London as he had ordeyued & assygned hymselfe vnto his haronage / & also wolde not gouerne and rule his people nor his realme as a kynge sholde do.
16977,Wherfore some of y• ba∣rons of Englōde came & yelded vp theyr homages vnto hym for them and all the other of the realme on the daye of y• con∣uersyon of saynt Paule / in y• yere of his regne .xx.
16978,And they put hym out of his royalte for euermore / & euer he lyued af∣terward in moche sorowe & anguysshe.
16979,LVdouicus was emperour after Henry .iiij.
16980,This Lodewik was duke of Bauare / & he despysed the crownacyon of y• pope / wherfore y• pope deposed him / and moche labour & many peryls he had after / & he troubled gret∣ly the vnite of holy chirche.
16981,Than was chosen agaynst hym Frederyke duke of Austryche.
16982,And he ouercame the duke / & abode a rebellyon to his ende / & in grete peryll to his soule.
16983,And at the last Karo∣lus was chosen agaynst hym / the whi∣che preuayled / & sodeynly Lodewyk fell down of his hors and decessed.
16984,¶ Iohn Maundeuyll a doctour of physyk and a knyght was borne in Englonde aboute this tyme.
16985,And he made a meruaylous pylgrymage / for he went almoost about all y• worlde / & he wrote his dedes in thre languages / & decessed & was buryed at saynt Albons.
16986,¶ Benedictus the .xxij.
16987,was pope after Iohn .vij.
16988,This man was a monke / and in all his youth he was of good cōuersacyon / and a doctour of diuinite.
16989,And whā he was made pope he reformed y• ordre of saynt Benet in that thynge y• was necessary.
16990,And he was an harde man to graunte benefyces / leest he had graunted it to an vnconnynge man.
16991,He made a decretall y• whiche began Benedictus de{us} in donis suis.
16992,And he was very cruell ī his fayth And for y• of some men was lytell loued.
16993,He was so stoute a man that almoost he wolde not knowe his owne cosyns.
16994,¶ Of kynge Edwarde the thyrde after the conquest.
16995,AFter this kyng Edward of Car∣naruan regned syr Edwarde of Wyndsore his sone / y• whiche was crow¦ned kynge & anoynted at Westmynster / through coūseyle & consent of all y• grete lordes of y• realme y• sondaye on Candel∣masse euen / in y• yere of grace.
16996,that was of age at y• tyme but .xv.
16997,And for bycause y• his fader was in¦warde in the castel of Kenilworth & also was put downe of his royalte / y• realme of Englonde was without kyng from y• feest of saint Katherin in the yere aboue sayd vnto the feest of Candelmasse.
16998,And than were all maner plees of y• kynges benche astent.
16999,And than was cōmaun∣ded to all y• sheryues of Englōd through wrytte to warne y• partyes to defendaū¦tes through somnynge agayn.
17000,And also ferthermore y• al prisoners y• were in the kȳges gayles y• were attached through sheryues / shold be let go quyte.
17001,¶ Kyng Edwarde after his crownacyon at the prayer & besechynge of his lyege men of the realme graūted thē a chartre of sted∣fast peas to all them y• wold aske it.
17002,And syr Iohn of Henaud & his company toke theyr leue of the kyng & of y• lordes of the realme / & turned home to theyr own coū¦tre agayn / & eche of them had full ryche gyftes / euery man as he was of value & of estate.
17003,And than was Englond in rest & peas / & grete loue bytwene the kyng & his lordes.
17004,And comynly Englysshmen sayd amōge them y• the deuyl was deed But the innumerable tresour of y• kyng his fader / & the tresour of the Spensers bothe of the fader & of y• sone / & of y• erle of Arundell / & of mayster Robert Baldoc y• was y• kynges chaūceler was departed after y• quene Isabelles ordynaūce & syr Roger Mortimers of wygmore / so that the kynge had no thynge therof / but at her wyll & her delyueraūce / nor of theyr londes / as afterwarde ye shall here.
17005,¶ How kyng Edward went to Stan∣hope for to mete the Scottes.
17006,ANd yet in y• same tyme was the kyng in the castel of Kenilworth vnder y• kepynge of syr Henry that was erle Thomas broder of Lācastre y• than was erle of Leycestre / & the kyng graū∣ted hym y• erledom of Lancastre / that y• kyng his fader had seased ī to his hādes & put out Thomas of Lancastre his bro¦der.
17007,And so was he erle of Lancastre & of Leycestre / & also steward of Englōde as his broder was in his tyme.
17008,But syr Ed¦ward that was kyng Edwardes fader made sorowe wtout ende / for bycause he myght not speke wt his wyfe nor wt his sōne / wherfore he was ī moche mischefe For though it were so y• he was lad & ru∣led by fals coūseyle / yet was he king Ed¦wardes sone called Edward wt the longe shankes / & came out of y• worthiest blode of all y• worlde / & they to whom he was wont to gyue grete gyftes & large / were moost preuy wt the kyng his sone / & they were his enemyes bothe by nyght & by daye y• {pro}cured to make debate & contake bytwene hym & his sone and Isabel his wyfe.
17009,But y• frere prechers were to him good frendes euermore / & cast bothe by nyght & by day how they myght brynge hym out of prison.
17010,And amonge theyr cō¦pany y• the freres had pryuely brought there was a frere y• called Dunhened / & he had ordeyned & gadred a grete compa¦ny of folke to kepe at y• nede / but y• frere was takē & put in y• castell of Poūfret / & there he dyed in pryson / & syr Henry erle of Lancastre that had y• kynges fader in kepyng through cōmaundement of the kynge delyuered Edward y• kynges fa∣der by endenture to syr Thomas of Ber∣keley / & so syr Iohn Mautreuers & they led him from y• castel of Kenilworth to y• castell of Berkley / & kept hȳ there safely And at cester next after his crownacyon the kynge ordeyned an huge hoost for to fyght agaynst y• Scottes.
17011,And syr Iohn the erles broder of Henaud came frō be∣yonde y• see for to helpe kyng Edward / & brought wt hym.
17012,men of armes / & arryued at Douer / & they had leue for to go forth tyl they came to yorke where as the king them abode / & y• Scottes came thyder to y• kynge for to make peas & ac∣corde / but the accordement lasted not by∣twene them but a lytell tyme.
17013,And at y• tyme the Englysshmen were clothed all in cotes & hodes peynted with & with floures full semely wt lōge berdes / & therfore the Scottes made a byll that was fastened vpon the chirche dores of saynt Peters towarde stengace / & thus sayd y• scripture in despyte of Englysshe¦men.
17014,¶ Longe berdes bertles / peyn∣ted hodes wytles / gaye cotes graceles / maketh Englonde thryftles.
17015,ON Trinite sondaye nexte after be∣gan the cōtake in the cite of Yorke bytwene the Englysshmen and the He∣naudes / & in that debate were slayne of the erledom of Nycholl & murdred.
17016,men / & after they were buryed vnder a stone in saynt Clementes chirche in ∣gate.
17017,And bycause y• the Henaudes came to helpe the king / theyr peas was cryed vpon payne of lyfe & lymme & in y• other halfe it was foūde by an enquest of y• cite that the Englysshmen began y• debate.
17018,¶ How y• Englysshmen stopped y• Scot¦tes in y• parke of Stanhope / & how they returned agayne into Scotlonde.
17019,ANd at y• tyme y• Scottes had as∣sembled all theyr power & came in to Englōde & slewe & robbed all y• they myght take / & also brente & destroyed all the north coūtree throughout tyll y• they came to the parke of Stanhope in wyre dale / & there y• Scottes helde them in a busshmēt.
17020,But whan y• kyng had herde through certayn spyes where y• scottes were / anone right wt his hoost besyeged them within y• foresayd parke / so that y• Scottes wyst not where to go out / but onely to theyr harmes / & they abode in y• parke .xv.
17021,days / & vytayles fayled them on euery syde / so y• they were gretly ap∣payred of theyr bodyes.
17022,And syth y• Bru¦te came fyrst in to Brytayn to this tyme there was neuer seen soo fayre an hoost what of Englysshmen & of alyens & of men on fote / the whiche ordeyned them for to fyght with the Scottes / through eggyng of syr Henry of Lācastre & of syr Iohn of Henaud y• wold haue gone ouer the water of wyth for to haue fought wt the Scottes.
17023,But syr Roger Mortymer consented not therto / for he had pryuely takē mede of the Scottes to helpe them that they myght go in to theyr countre.
17024,And this Mortimer coūseyled so moche Thomas of Brotherton y• erle Marshall that was kyng Edwardes vncle that y• foresaid Thomas sholde not assemble at that tyme vnto y• Scottes / & he assented but he wyst not the doynge bytwene the Scottes & the foresayd Mortimer.
17025,And bycause y• he was Marshall of Englōde & to hym perteyned euer y• vaūtwarde / he sent hastely to y• erle of Lancastre & to syr Iohn of Henaud that they shold not fyght with the Scottes / in preiudyce & harmyng of hym & his fee / & yf they did that they sholde stande to theyr owne pe¦ryll.
17026,And y• foresayd erle Marshall was al arayed wt his batayle at y• reredoos of the erle of Lācastre for to haue fought wt hym & wt his folke / yf he had meued for to fyght wt the Scottes.
17027,And in this ma¦ner he was deceyued / & wyst nothynge of the treason.
17028,And thus was the kyng principally deceyued.
17029,And whan it was nyght Mortymer that had the watche for to kepe of the hoost y• nyght / dystrou∣bled y• watche that nothynge myght be done.
17030,And in y• meane whyle y• Scottes stole by nyght toward theyr owne coun∣tree as fast as they myght.
17031,And so was the kynge falsly betrayed / that wende y• all the traytours of his londe had ben brought to an ende as it was said before Now here ye lordes how traytoursly y• kyng Edward was deceyued / and how meruaylously & boldly the Scottes dyd of warre.
17032,For Iames Douglas wt two hondred men of armes rode throughout all the hoost of kyng Edward / the same nyght y• Scottes escaped toward theyr owne coūtre as is aboue sayd tyll y• they came to y• kynges pauylyon / and slewe there many men ī theyr beddes / & cryed naward naward / & an other tyme a dou¦glas a douglas.
17033,Wherfore y• kyng that was in his pauilyon & moche other folk were wonders sore afrayde.
17034,But blissed be god y• kyng was not taken / & in grete peryll was than y• realme of Englonde.
17035,And y• nyght the mone shone full clere & bryght.
17036,And for all the kynges men the Scottes escaped harmeles.
17037,And on the morowe whan the kyng wyst that the Scottes were escaped in to theyr owne coūtre / he was wōders sory / & full herte¦ly wepte wt his yonge eyen / & yet wyst he not who had done hym y• treason / but that fals treason was full well knowen a good whyle after as the story telleth.
17038,Than kynge Edwarde came agayne to yorke full sorowfull / & his hoost depar∣ted / and euery man went in to his owne coūtree with full heuy chere and mour∣nynge semblaunt / & the Henaudes toke theyr leue & went in to theyr owne coun¦tre / & the king for theyr trauayle hugely rewarded them.
17039,And for bycause of that vyage the kynge had dyspended moche of his tresour & wasted.
17040,¶ And in that tyme were seen two mones in y• fyrma∣ment / that one was clere and that other was derke / as men myght se through y• worlde.
17041,And a grete debate was y• same tyme agaynst pope Iohn the .xxij.
17042,after saynt Peter / & the emperour of Almayn tho made hym emperour agaynst y• po∣pes wyll / y• tho helde his see at Auinyon Wherfore y• emperour made his crye at Rome & ordeyned an other pope y• hyght Nicholas y• was a frere Minour / & that was agaynst the ryght of holy chirche / wherfore he was cursed / & the power of that other pope soone was layd.
17043,And by¦cause y• suche meruayles were seen: men sayd y• the worlde was nygh at an ende.
17044,¶ Of the deth of kynge Edwarde of Carnaruan.
17045,ANd now go we agayn to syr Ed∣ward of Carnaruan y• was king Edwardes fader somtyme kyng of Eng¦londe / & was put downe of his dignite.
17046,Alas for his tribulacion & sorowe y• hym befell through fals coūseyle y• he loued & trusted vpon to moche / that afterwarde were destroyed through theyr falsnesse as god wold.
17047,And this Edward of Car∣naruan was in y• castell of Berkeley / vn¦der y• kepyng of syr Moryce of Berkeley and syr Iohn of Mautreuers / & to them he made his cōplaynt of his sorowe & of his disease.
17048,And ofte tymes asked of his wardeyns what he hadde trespaced a∣gaynst dame Isabell his wyfe & syr Ed¦ward his sone y• was made newe kyng that they wold not visyte hym.
17049,And thā answered one of his wardeyns & sayd.
17050,My worthy lorde dysplease you not y• I shall tell you / the cause is / for it is done them to vnderstande / y• yf my lady your wyfe come ony thynge nye you / that ye wolde her strangle & slee / & also that ye wolde do to my lorde your sone y• same.
17051,Than answered he with a symple chere Alas alas am not I in prison / and all at your owne wyll / now god it wote I ne∣uer thought it / & now I wolde y• I were deed / so wolde to god y• I were / for than were all my sorowe passed.
17052,It was not longe after y• the kyng through coūseyle of Roger Mortymer graūted y• warde & kepynge of syr Edward his fader to syr Thomas Toiourney / & to y• foresayd syr Iohn Mautreuers through the kinges lettre / & put out holly y• foresayd syr Mo∣ryce of the warde of the kyng.
17053,And they toke & lad the kyng to y• castell of Corf▪ y• whiche castel y• kyng hated as ony deth.
17054,And they kept hym there tyll it came vn to saynt Mathewes day in September in the yere of grace.
17055,that the foresayd syr Roger Mortimer sent y• maner of y• deth / how & in what wyse he shold be put to deth.
17056,And anone as y• fore¦sayd Thomas & Iohn had seen y• & cōmaūdement / they made kynge Ed∣warde of Carnaruan good chere & good solace as they might at y• souper / and no thynge the kyng wyst of y• treason.
17057,And whan tyme was for to go to bedde the kynge wente vnto his bedde & laye and slepte fast.
17058,And as the kyng laye & slepte the traytoures false for sworne agaynst theyr homage & feaute came pryuely in to y• kynges chambre / & theyr company with them / & layde an huge table vpon his wombe / & with men pressed & helde fast down the foure corners of y• table on his body / wherwith y• good man awoke and was wonders sore adrad to be deed there & slayne / & turned his body tho vp so downe.
17059,Than toke y• fals traytours & tyraūtes an horne & put it in to his foun¦dement as depe as they myght / & toke a spyt of coper brēnynge / & put it through the horne in to his body / and ofte tymes therwith thyrled his bowelles / & so they slewe theyr lord that nothynge was per¦ceyued / & was buryed at Glocestre.
17060,¶ How kynge Edward spoused Philip the erles doughter of Henaud at Yorke.
17061,ANd after Chrystmasse than next folowynge syr Iohn of Henaud brought with hym Philip his broders doughter yt was erle of Henaud his nece in to Englond / & kyng Edward spoused her at Yorke wt moche honour.
17062,And syr Iohn of Bothum bisshop of Ely and syr William of Melton archebysshop of yor¦ke sange the masse ye sonday on ye euen of the cōuersion of saint Paule / in ye yere of grace.
17063,But bycause that the kynge was yonge and tender of age whan he was crowned / full many wron¦ges were done whyle yt his fader lyued bycause yt he byleued the coūseylers that were fals aboute hym to do otherwyse than reason wolde / wherfore grete har∣me was done to ye realme & to ye kyng / & all men directed it to ye kynges dede / & it was not so / almyghty god it knoweth.
17064,Wherfore it was ordeyned at ye kynges crownyng yt the kyng for his tender age sholde be gouerned by .xij.
17065,of the gretest lordes of Englonde / without whome no thynge shold be done / that is to saye / the archebysshop of Caūterbury / the arche∣bisshop of yorke / the bisshop of wynche∣stre / & the bysshop of Herford / the erle of Lancastre / the erle Marshall / & ye erle of Kent yt were ye kynges vncles / & the erle of Garen / syr Thomas wake / syr Henry Percy / syr Olyuer of yngham / & Iohn of Roos barons.
17066,All these were sworne truly for to coūseyle ye kyng / & they shold answere euery yere in ye parlyamēt of yt that sholde be done in the tyme of theyr gouernall.
17067,But ye ordynaūce was soone vndone / & that was moche harme to all Englōde.
17068,For the kyng & all the lordes ye shold gouerne hym were gouerned and ruled after the kȳges moder dame Isa∣bell / & by syr Roger Mortimer.
17069,And as they wolde all thynge was done / bothe amonge hye & lowe.
17070,And they toke vnto them castels / townes / londes / & rentes / in grete harme & losse to the crowne / & of the kynges estate out of mesure.
17071,¶ How the peas was made bytwene ye Englisshmen & the Scottes / and also of iustyfyenge of Troylebaston.
17072,BYnge Edwarde at whytsontyde in the seconde yere of his regne / through the coūseyle of his moder & syr Roger Mortimer ordeyned a parlyamēt at Northamton.
17073,And at that parlyamēt the kyng through theyr coūseyle / & none other of the londe within age graunted to be accorded with the Scottes in this maner.
17074,That all the feautees and homa¦ges that the Scottes sholde do vnto the crowne of Englonde forgaue them for euer more by his chartre ensealed.
17075,And forthermore an endenture was made of the Scottes vnto kynge Edwarde that was kyng Henryes sone / whiche enden¦ture they called ragman / in the whiche were cōteyned al ye homages & feautees Fyrst of the kynge of Scotlonde & of all the prelates / erles & barons of ye realme of Scotlonde / wt theyr seales set theron / and other chartres & remembraunces yt kynge Edwarde and his barons had of theyr right in ye foresayd realme of Scot¦lond / it was forgyuen them agaynst ho¦ly chirche.
17076,And also with ye blacke crosse of Scotlonde / the whiche ye good kynge Edwarde conquered in Scotlonde / and brought it out of the abbey of Scone / yt is a full precyous relyke.
17077,And also for∣thermore he relesed & forgaue all the lon¦des that the barons of Englonde had in Scotlonde by olde conquest.
17078,¶ And this peas for to be hold and last the Scottes were bounde vnto the kyng in .xxx.
17079,M. poūde of syluer to be payed within thre yere / that is euery yere .x.
17080,M. poūde by euen porcyons.
17081,And forthermore aboue all this they spake bytwene the partyes aboue sayd / that Dauyd Dritonautier that was kynge Robert the Brus sone ye fals tyraunt & fals forsworne agaynst his othe yt arose agaynst his lyege lorde the noble and good kyng Edward / and falsly made him kyng of Scotlōde / that was of ye age of .v.
17082,And so through this cursed counseyle Dauid spoused at Barwyk dame Ione of the toure / that was kynge Edwardes syster / as ye gest telleth vpon Mary Magdaleyns daye / in ye yere of grace.
17083,to grete harme & empayrynge of all the kynges blode / wherof that gentyll lady came / alas ye tyme / for wonders moche was that fayre damoysell desparaged syth that she was maryed agaynst all the comyns assent of Englonde.
17084,And fro the tyme that Brute had conquered Al∣bion / & named the londe after his owne name Brytayn / that now is called Eng¦londe / after the name of Engyst / and so the realme of Scotlonde was holden of the realme of Englonde / & of the crowne by feaute & homage.
17085,For Brute conque∣red that londe / and gaue it to Albanack that was his seconde sone / and he called that londe Albayn after his own name / so that the heyres that came after hym sholde holde of Brute and of his heyres / that is to saye of ye kynges of Brytayne by feaute & homage.
17086,And frō that tyme vnto this tyme of kynge Edwarde / the realme of Scotlonde was holden of the realme of Englonde by feaute & seruyce as aboue is sayd in ye Cronycles of Eng¦londe & of Scotlonde / and bereth wyt∣nes more plenarly.
17087,¶ And cursed be the tyme that this parliament was holden at Northamton.
17088,For there through fals coūseyle the kyng was there falsly dys∣heryted / & yet he was within age.
17089,And yet whan that kyng Edward was put out of his royalte of Englonde / yet men put not hym out of ye feautees & seruyce of Scotlonde / ne of the fraūchyses dys∣heryted hym for euermore.
17090,And neuer∣theles the grete lordes of Englōde were agaynst to confyrme ye peas & the trewse aboue sayd / saue onely quene Isabell yt was the kynges moder Edwarde / and the bysshop of Ely / and the lorde Mont∣mer.
17091,But reason & lawe wolde not yt a fy¦nall peas sholde be made bytwene them without the comyn assent of Englonde.
17092,¶ Of the debate yt was bytwene quene Isabell & syr Henry erle of Lācastre & of Leycestre / & of the rydynge of Bedford.
17093,WHan ye foresayd Dauid had spou∣sed dame Ione of the toure in the towne of Barwik (as before is sayd) the Scottes in despyte of the Englysshmen called dame Ione ye coūtesse make peas for the cowardly peas that was ordey∣ned.
17094,But the kynges persone bare al the wyte & blame with wronge of the ma∣kynge of the accorde.
17095,And all was done through the quene & Roger Mrtymer.
17096,And it was not longe after that ye quene Isabell ne toke in to her handes all the lordshyp of Pountfret almoost all ye lon∣des that were of ony value that apper∣teyned to the crowne of Englonde.
17097,So yt the kynge had not for to dyspende but of his vses & of his excheker.
